id,domain,type,created_at,updated_at,user_id,is_active
1395,.xihuan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1396,.xin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1397,.xperia,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1398,.xxx,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1399,.xyz,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1400,.yachts,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1401,.yahoo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1402,.yamaxun,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1403,.yandex,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1404,.ye,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1405,.yodobashi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1406,.yoga,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1407,.yokohama,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1408,.you,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1409,.youtube,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1410,.yt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1411,.yun,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1412,.za,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1413,.zappos,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1414,.zara,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1415,.zero,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1416,.zip,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1417,.zippo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1418,.zm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1419,.zone,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1420,.zuerich,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1421,.zw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1422,.localhost,local-environment,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
