id,domain,type,created_at,updated_at,user_id,is_active
702,.kosher,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
703,.kp,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
704,.kpmg,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
705,.kpn,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
706,.kr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
707,.krd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
708,.kred,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
709,.kuokgroup,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
710,.kw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
711,.ky,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
712,.kyoto,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
713,.kz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
714,.la,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
715,.lacaixa,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
716,.ladbrokes,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
717,.lamborghini,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
718,.lamer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
719,.lancaster,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
720,.lancia,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
721,.lancome,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
722,.land,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
723,.landrover,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
724,.lanxess,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
725,.lasalle,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
726,.lat,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
727,.latino,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
728,.latrobe,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
729,.law,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
730,.lawyer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
731,.lb,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
732,.lc,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
733,.lds,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
734,.lease,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
735,.leclerc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
736,.lefrak,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
737,.legal,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
738,.lego,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
739,.lexus,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
740,.lgbt,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
741,.li,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
742,.liaison,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
743,.lidl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
744,.life,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
745,.lifeinsurance,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
746,.lifestyle,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
747,.lighting,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
748,.like,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
749,.lilly,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
750,.limited,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
751,.limo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
752,.lincoln,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
753,.linde,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
754,.link,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
755,.lipsy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
756,.live,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
757,.living,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
758,.lixil,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
759,.lk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
760,.llc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
761,.llp,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
762,.loan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
763,.loans,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
764,.locker,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
765,.locus,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
766,.loft,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
767,.lol,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
768,.london,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
769,.lotte,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
770,.lotto,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
771,.love,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
772,.lpl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
773,.lplfinancial,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
774,.lr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
775,.ls,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
776,.lt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
777,.ltd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
778,.ltda,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
779,.lu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
780,.lundbeck,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
781,.lupin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
782,.luxe,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
783,.luxury,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
784,.lv,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
785,.ly,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
786,.ma,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
787,.macys,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
788,.madrid,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
789,.maif,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
790,.maison,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
791,.makeup,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
792,.man,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
793,.management,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
794,.mango,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
795,.map,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
796,.market,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
797,.marketing,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
798,.markets,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
799,.marriott,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
800,.marshalls,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
801,.maserati,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
802,.mattel,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
803,.mba,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
804,.mc,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
805,.mcd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
806,.mcdonalds,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
807,.mckinsey,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
808,.md,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
809,.me,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
810,.med,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
811,.media,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
812,.meet,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
813,.melbourne,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
814,.meme,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
815,.memorial,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
816,.men,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
817,.menu,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
818,.meo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
819,.merckmsd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
820,.metlife,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
821,.mf,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
822,.mg,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
823,.mh,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
824,.miami,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
825,.microsoft,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
826,.mil,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
827,.mini,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
828,.mint,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
829,.mit,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
830,.mitsubishi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
831,.mk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
832,.ml,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
833,.mlb,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
834,.mls,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
835,.mm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
836,.mma,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
837,.mn,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
838,.mo,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
839,.mobi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
840,.mobile,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
841,.mobily,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
842,.moda,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
843,.moe,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
844,.moi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
845,.mom,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
846,.monash,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
847,.money,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
848,.monster,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
849,.montblanc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
850,.mopar,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
851,.mormon,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
852,.mortgage,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
853,.moscow,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
854,.moto,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
855,.motorcycles,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
856,.mov,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
857,.movie,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
858,.movistar,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
859,.mp,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
860,.mq,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
861,.mr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
862,.ms,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
863,.msd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
864,.mt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
865,.mtn,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
866,.mtpc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
867,.mtr,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
868,.mu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
869,.museum,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
870,.music,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
871,.mutual,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
872,.mutuelle,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
873,.mv,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
874,.mw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
875,.mx,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
876,.my,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
877,.mz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
878,.na,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
879,.nab,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
880,.nadex,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
881,.nagoya,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
882,.name,generic-restricted,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
883,.nationwide,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
884,.natura,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
885,.navy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
886,.nba,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
887,.nc,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
888,.ne,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
889,.nec,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
890,.net,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
891,.netbank,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
892,.netflix,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
893,.network,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
894,.neustar,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
895,.new,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
896,.newholland,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
897,.news,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
898,.next,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
899,.nextdirect,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
900,.nexus,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
901,.nf,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
902,.nfl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
903,.ng,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
904,.ngo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
905,.nhk,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
906,.ni,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
907,.nico,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
908,.nike,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
909,.nikon,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
910,.ninja,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
911,.nissan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
912,.nissay,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
913,.nl,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
914,.no,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
915,.nokia,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
916,.northwesternmutual,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
917,.norton,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
918,.now,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
919,.nowruz,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
920,.nowtv,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
921,.np,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
922,.nr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
923,.nra,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
924,.nrw,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
925,.ntt,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
926,.nu,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
927,.nyc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
928,.nz,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
929,.obi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
930,.observer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
931,.off,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
932,.office,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
933,.okinawa,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
934,.olayan,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
935,.olayangroup,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
936,.oldnavy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
937,.ollo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
938,.om,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
939,.omega,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
940,.one,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
941,.ong,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
942,.onl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
943,.online,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
944,.onyourside,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
945,.ooo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
946,.open,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
947,.oracle,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
948,.orange,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
949,.org,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
950,.organic,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
951,.orientexpress,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
952,.origins,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
953,.osaka,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
954,.otsuka,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
955,.ott,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
956,.ovh,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
957,.pa,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
958,.page,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
959,.pamperedchef,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
960,.panasonic,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
961,.panerai,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
962,.paris,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
963,.pars,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
964,.partners,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
965,.parts,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
966,.party,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
967,.passagens,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
968,.pay,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
969,.pccw,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
970,.pe,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
971,.pet,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
972,.pf,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
973,.pfizer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
974,.pg,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
975,.ph,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
976,.pharmacy,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
977,.phd,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
978,.philips,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
979,.phone,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
980,.photo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
981,.photography,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
982,.photos,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
983,.physio,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
984,.piaget,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
985,.pics,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
986,.pictet,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
987,.pictures,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
988,.pid,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
989,.pin,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
990,.ping,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
991,.pink,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
992,.pioneer,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
993,.pizza,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
994,.pk,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
995,.pl,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
996,.place,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
997,.play,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
998,.playstation,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
999,.plumbing,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1000,.plus,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1001,.pm,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1002,.pn,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1003,.pnc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1004,.pohl,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1005,.poker,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1006,.politie,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1007,.porn,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1008,.post,sponsored,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1009,.pr,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1010,.pramerica,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1011,.praxi,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1012,.press,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1013,.prime,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1014,.pro,generic-restricted,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1015,.prod,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1016,.productions,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1017,.prof,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1018,.progressive,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1019,.promo,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1020,.properties,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1021,.property,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1022,.protection,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1023,.pru,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1024,.prudential,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1025,.ps,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1026,.pt,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1027,.pub,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1028,.pw,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1029,.pwc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1030,.py,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1031,.qa,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1032,.qpon,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1033,.quebec,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1034,.quest,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1035,.qvc,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1036,.racing,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1037,.radio,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1038,.raid,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1039,.re,country-code,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1040,.read,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1041,.realestate,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1042,.realtor,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1043,.realty,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1044,.recipes,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1045,.red,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1046,.redstone,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1047,.redumbrella,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1048,.rehab,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1049,.reise,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1050,.reisen,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
1051,.reit,generic,2023-09-25 08:04:16,2023-09-25 08:04:16,1,1
